#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH027	AIH031	AIH040	AIH046	AIH058	AIH068
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	0	0	7	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1569|NN=Intestinimonas_butyriciproducens_JX101685.1|D=85.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU565|NN=Clostridium_clariflavum_NR_102987.1|D=77.9	0	0	2	1	0	30	1	5	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	6	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	1
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_aeruginosa	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU804|NN=Oscillibacter_valericigenes_AB238598|D=89.7	12	0	0	0	0	0	1	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU759|NN=Gordonibacter_pamelaeae_AB566419|D=87.6	0	20	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	4	0
Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; OTU369|NN=Stenotrophomonas_rhizophila_AB539813|D=95.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; Cloacibacillus; Cloacibacillus_evryensis	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	5	0	0	0	0	0	0	0	0	191	0	0	0	54	0	0	0	0	0	0	0	0	0	3	11
Bacteria; Firmicutes; Clostridia; Clostridiales	2	0	0	0	0	538	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; OTU1371|NN=Stenotrophomonas_maltophilia_HE646776|D=96.2	0	0	1	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria	0	0	0	0	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Bulleidia; Bulleidia_extructa	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU422|NN=Hespellia_stercorisuis_AF445264|D=75.7	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	7	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	16	0	0	0	0	65	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1319|NN=Roseburia_intestinalis_AB661435|D=88.7	0	18	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU181|NN=Clostridium_clariflavum_NR_102987.1|D=78.3	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU1144|NN=Bacillus_flexus_GU297607.1|D=80.5	8	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	16
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	474	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1560	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1237|NN=Anaerostipes_rhamnosus|D=88.5	10	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria; Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; [Melainabacter_A1]	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU503|NN=Parabacteroides_goldsteinii_AB547650|D=79.6	4	0	0	0	0	0	0	507	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1697|NN=Christensenella_minuta_AB490809|D=84.6	33	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	0	0	0	6
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; RFN20; OTU865|NN=Anaerorhabdus_furcosa_HM038002|D=82.3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU479|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=83.6	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	7	7	0	0	0	0	0	0	4	11	0	0	0	1	0	0	0	0	0	0	0	0	0	3	5
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	83	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; unclassified; OTU1337|NN=Desulfovibrio_desulfuricans_DVURRDA|D=89	4	11	34	55	100	0	19	173	7	3	35	0	42	26	8	0	0	0	0	0	0	0	0	7	3
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1230|NN=Christensenella_minuta_AB490809|D=83.6	17	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1401|NN=Clostridium_clariflavum_NR_102987.1|D=81.4	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1353|NN=Clostridium_citroniae_DQ279737|D=92.5	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria	18	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Butyricicoccus; OTU478|NN=Butyricicoccus_pullicaecorum_EU410376|D=91.9	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	3	3	2	0	0	0	0	38	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU287|NN=Coprococcus_catus_AB361624|D=96.2	9	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria; Spirochaetes; Spirochaetia; Spirochaetales; Brachyspiraceae; Brachyspira; Brachyspira_aalborgi	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified	1	0	0	0	0	0	0	111	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; OTU612|NN=Catabacter_hongkongensis_AB671763|D=84.7	18	0	0	0	0	0	0	0	4	90	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	3	114	6	5	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	1	0	0	0	1	0	0	10	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	11	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	2	1	1	0	1	0	0	18	2	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Eubacterium; Eubacterium_cylindroides	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU161|NN=Butyricicoccus_pullicaecorum_EU410376|D=85.5	6	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	3	0	0	2	17	0	3	31	11	0	0	1	6	2	2	6	0	0	0	0	0	0	0	1	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	2	5	5	5	1	0	1	27	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	3	0
Bacteria; Firmicutes; Clostridia; Clostridiales	2	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	6	3	4	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	3	23	32	48	110	0	18	352	21	0	34	0	77	21	21	0	0	0	0	0	0	0	0	6	4
Bacteria; Firmicutes; Clostridia; Clostridiales	2	1	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0
Bacteria; Firmicutes; Clostridia; Clostridiales	2	0	0	36	0	0	1	17	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	2	2	12	4	18	0	7	47	6	1	7	0	3	10	3	0	0	0	0	0	0	0	0	5	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Adlercreutzia	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	1	2	0	2	10	0	1	16	5	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sporosphaeroides	1	1	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	1	0	0	0	0	0	0	144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU1059|NN=Christensenella_minuta_AB490809|D=87.3	1	0	2	0	0	0	0	329	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU930|NN=Brevibacillus_agri_AY319301.1|D=78.3	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU335|NN=Christensenella_minuta_AB490809|D=85.9	0	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148	10
Bacteria; Firmicutes	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	410	0
Bacteria; Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]	0	6	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	374	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	3663	52
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria; Firmicutes	0	10	26	48	64	0	17	219	14	1	9	0	46	31	19	0	0	0	0	0	0	0	0	5	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	4	2	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter	0	5	0	1	0	0	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU63|NN=Clostridium_clariflavum_NR_102987.1|D=84.3	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	0	3	15	9	48	0	1	78	6	0	3	0	33	8	5	6	0	0	0	0	0	0	0	9	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	3	1	5	17	0	2	60	0	0	4	0	5	7	1	0	0	0	0	0	0	0	0	0	2
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1387|NN=Alistipes_timonensis_JF824799|D=96.6	0	1	2	9	0	0	0	38	4	0	0	0	6	4	0	5	0	0	0	0	0	0	0	4	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	1	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	6	7	21	18	0	8	24	1	0	5	0	15	8	2	0	0	0	0	0	0	0	0	4	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	0	0	5	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	1	1	1	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1693|NN=Christensenella_minuta_AB490809|D=86.2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	1	5	0	15	0	0	6	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
Bacteria; Firmicutes; Clostridia; Clostridiales	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; Barnesiella_intestinihominis	0	4	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes	0	2	3	5	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	2	4	3	20	0	0	11	5	0	0	0	10	1	2	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	7	4	2	1	0	0	18	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	3	7	3	0	2	20	2	2	2	0	5	7	5	0	0	0	0	0	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; Barnesiella_intestinihominis	0	1	0	2	0	0	0	0	3	0	1	0	3	6	4	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	0	0	1	0	1	15	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	8	25	39	80	0	4	118	13	0	9	0	29	9	4	2	0	0	0	0	0	0	0	3	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	0	4	1	20	15	0	1	23	0	0	1	0	4	3	1	0	0	0	0	0	0	0	0	1	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	9	0	4	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	5	7	9	0	1	33	3	0	1	0	6	0	1	0	0	0	0	0	0	0	0	4	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU115|NN=Paraprevotella_clara_AB331896|D=80.5	0	2	1	2	6	0	2	52	2	0	1	0	5	11	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	2	21	5	14	0	6	12	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Odoribacter; OTU1426|NN=Odoribacter_splanchnicus_AB547649|D=94.5	0	1	0	0	6	0	2	13	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	2	1	6	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	3	1	0	0	2	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	1	10	8	0	2	3	3	0	1	0	1	1	2	0	3	0	0	0	0	0	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU99|NN=Barnesiella_intestinihominis_AB370251|D=85.2	0	1	3	5	6	0	0	4	1	0	4	0	4	6	0	0	0	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	2	0	0	0	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	14	6	10	0	0	4	5	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anoxystipes; Anoxystipes_contortum	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	2	0	0	0	0	12	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	0	2	0	1	0	0	0	7	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	4	0	4	0	1	6	1	0	2	0	2	0	4	2	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	10	2	2	0	0	0	2	0	1	0	6	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU1045|NN=Bacillus_thuringiensis_AM292029|D=80.8	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU573|NN=Clostridium_clariflavum_NR_102987.1|D=83.4	0	0	3	0	0	0	0	22	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU1144|NN=Bacillus_flexus_GU297607.1|D=80.5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	3	0	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
