Taxon	001	002	003	005	006	007	009	011	018	020	021	022	023	026	027	029	030	031	032	033	035	036	037	039	040	042	043	046	047	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063	064	065	066	068	069	070	071	072	074	076	077	078	079	081	082	083	086
Bacteria	0.00063008416796	0.0024750174297	0.00176014909498	0.00112090533282	0.00249159227271	0.0022263906176	0.00181219640349	0.00187684689721	0.00238567172682	0.00107521172379	0.00131906474055	0.00319629575238	0.00204446277016	0.00191661782082	0.00170403587444	0.00135096014668	0.00321564019016	0.00244816604199	0.000509160719503	0.00190108110931	0.000527331795282	0.000707904334346	0.00270284184514	0.00300257363454	0.00221663957441	0.00135267275098	0.00118052692726	0.00219563687544	0.00105061559508	0.0078371445724	0.00269677541212	0.00194592171486	0.00115819852662	0.00298921135213	0.00194884066641	0.0008112632087	0.00348705195437	0.0030630942722	0.00252944688704	0.00114678899083	0.00255584473945	0.0195821476711	0.000647398843931	0.00149107773937	0.0010312965227	0.00130463731083	0.00101603661922	0.0028017262566	0.00286103542234	0.00116199977327	0.0022462403175	0.00208223105938	0.00190416345339	0.00214966694622	0.0016387388635	0.00735769270013	0.00227595320836	0.00209594556391	0.00121208150429	0.00237946929114	0.00393047964134
Bacteria|Actinobacteria	0.0	1.16198001394E-05	0.0	0.000161410367926	0.000134076714227	0.0	9.65075007774E-05	0.0	5.93450678314E-05	0.0	1.06376188754E-05	8.6386371686E-06	0.0	1.8607940008E-05	5.97907324365E-05	0.0	0.000224346990011	0.0	0.0	0.0	0.000131832948821	0.0	0.0	7.14898484415E-05	0.0	0.00022816166884	0.0	0.0	0.0	0.0032418272117	0.0	1.01880718055E-05	0.000655046707678	3.43587511739E-05	0.0	0.0	1.80209403327E-05	4.55817600029E-05	0.0	0.0	0.0	0.00178473366282	0.0	0.0	0.0	0.0	0.0	0.00074712700176	0.0	0.0	0.0	8.53373384991E-05	0.0	0.0	1.15404145317E-05	6.80218123278E-05	6.11815378591E-05	0.000994355569853	0.0	0.0	0.0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.0	0.0	0.0	2.69017279877E-05	1.11730595189E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7215880016E-05	0.0	0.0	1.06831900005E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81077839823E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9153092221E-05	9.73141300117E-06	1.88943052564E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24579544039E-05	0.0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces	0.000592467202708	5.80990006972E-05	1.88251240105E-05	0.000107606911951	7.82114166322E-05	0.0	1.07230556419E-05	0.00011979873812	0.000356070406988	0.00403536251892	0.000776546177904	1.72772743372E-05	0.000206164312957	4.651985002E-05	0.0002192326856	0.00113164843455	8.54655200043E-05	5.41629655307E-05	8.34689704102E-06	0.0	0.000225999340835	0.000107529772306	0.00108113673806	0.000321704317987	0.000295551943254	2.444589309E-05	0.0	3.7532254281E-05	8.75512995896E-05	0.000534846913715	1.04932895413E-05	6.11284308332E-05	4.74671527303E-05	0.000355040428797	0.00017222312866	0.000102691545405	9.01047016633E-06	5.46981120035E-05	0.00016283992835	0.000551340860974	0.000196603441496	0.000336977684589	2.31213872832E-05	0.000174281813693	0.000457429909263	0.000665814903457	0.000125695251862	0.000501361540655	0.000214091086026	7.55772210256E-05	0.000181310877645	8.53373384991E-05	0.000304666152543	0.000106037382997	0.000126944559849	1.13369687213E-05	8.56541530028E-05	0.000302206104563	0.000950009827688	0.000137037498443	0.000945771663698
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium	0.000216297550195	0.0	9.41256200525E-06	1.79344853251E-05	0.0	0.0	0.0	0.000199664563533	0.0	6.63710940611E-05	4.25504755016E-05	8.6386371686E-05	0.0	0.0	0.0	3.50898739396E-05	0.0	1.08325931061E-05	0.0	0.0	0.0	0.0	5.14827018122E-05	1.78724621104E-05	0.0	9.77835723598E-05	0.0	3.7532254281E-05	0.0	2.18304862741E-05	8.39463163307E-05	7.13165026387E-05	2.84802916382E-05	9.16233364638E-05	1.81287503852E-05	0.0	2.7031410499E-05	0.00030995596802	0.0	0.0	0.000514913775348	2.49613099695E-05	8.09248554913E-05	3.87292919317E-05	3.32676297645E-05	3.59899947815E-05	5.23730216091E-05	9.83061844421E-06	5.8388478007E-05	8.50243736538E-05	0.0	0.0	6.66457208687E-05	3.85590483627E-05	0.0	0.0	0.0	0.0	0.0	1.24579544039E-05	3.68482466376E-05
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Gordoniaceae|Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99329127067E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87661271405E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.20471680053E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Micrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191677980992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74858401817E-06	0.0	0.0	0.0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia	9.40424131283E-05	0.000220776202649	9.41256200525E-06	2.69017279877E-05	3.35191785567E-05	0.0	0.0	0.0	5.93450678314E-05	0.000570791408926	0.0	0.000388738672587	0.0	6.5127790028E-05	3.9860488291E-05	0.000736887352732	0.0	0.0	0.000200325528985	0.0	1.88332784029E-05	4.4804071794E-05	0.00059205107084	9.82985416071E-05	0.0	0.0	9.36926132744E-06	9.38306357026E-06	0.0	0.000120067674507	0.0	0.0	0.0	6.87175023478E-05	0.0	0.0	1.80209403327E-05	0.0	4.34239808934E-05	4.41072688779E-05	9.36206864269E-06	1.24806549848E-05	3.46820809249E-05	6.77762608805E-05	0.0	8.99749869536E-06	0.0	2.94918553326E-05	0.0	1.88943052564E-05	0.0	3.41349353996E-05	0.000114249807203	0.0	2.30808290634E-05	0.0	0.0	4.87429200909E-05	0.000414946821289	8.72056808272E-05	0.000171958484309
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Micromonospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6386371686E-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93623105519E-05	0.0	0.0	0.0	9.38306357026E-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
